name,tier1_aroma,tier2_taste,tier3_mouthfeel,leaves,sources,key_pairings,pairing_principles,chemistry_notes
smooth peanut butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,peanut|asian chili paste|peanut brittle|asian chili sauce|butterscotch chip|rice vinegar|chocolate,,"confidence=low (taste=GNN default, needs human review)"
chili pwdr,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,grnd cumin|grnd beef|lean grnd beef|onion pwdr|grnd coriander|red kidney bean|pinto bean,,"confidence=low (taste=GNN default, needs human review)"
hamburg,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,tomato soup|kidney bean|butter bean|taco cheese|salad oil|boiling water|green chilie,,"confidence=low (taste=GNN default, needs human review)"
pork loin,fatty,sour,tender,,ai-draft;gnn-v3+flavordb,olive oil drizzle|meat broth|sour orange juice|soy sauce|rosemary|chicken stock|sage,,
graham cracker pie crust,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,condensed milk|thawed whipped topping|cream cheese|chocolate egg|whipped topping|nondairy whipped topping|cool whip,,"confidence=low (taste=GNN default, needs human review)"
pumpkin puree,green,,,,ai-draft;gnn-v3+flavordb,pumpkin pie spice|nutmeg|cinnamon|dish pie pastry|ginger|allspice|pumpkin seed,,
rotini pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,boneless skinless chicken breast|italian-style salad dressing|pepperoni sausage|snow pea pod|italian dressing|pepperoni|olive,,"confidence=low (taste=GNN default, needs human review)"
caramel ice cream topping,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,butterfinger|oreo pie crust|chocolate-covered|chocolate cake|whipped topping|chocolate fudge topping|reduced-fat whipped topping,,"confidence=low (taste=GNN default, needs human review)"
golden brown sugar,,sweet,crystalline,,ai-draft;gnn-v3+flavordb,bittersweet|coarse kosher salt|baby back pork|espresso powder|worcestershire sauce|chili powder|chili sauce,,
long-grain rice,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,pigeon pea|turkey carcass|chicken stock|chicken gizzard|crumbled saffron thread|grape leave|powdered saffron,,"confidence=low (taste=GNN default, needs human review)"
mangoe,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,mango salsa|mango juice|sticky rice|kiwi fruit|lime juice|passion fruit pulp|mango,,"confidence=low (taste=GNN default, needs human review)"
nutritional yeast,,,crunchy,,ai-draft;gnn-v3+flavordb,vegan cheese|cashew|vital wheat gluten|soymilk|soy margarine|firm tofu|vegetarian chicken,,
black mustard seed,,sour|sweet|umami,crunchy,,ai-draft;gnn-v3+flavordb,curry|asafoetida powder|ghee|nigella seed|tamarind paste|paneer cheese|tamarind pulp,,"confidence=low (taste=GNN default, needs human review)"
orange marmalade,fruity,sour,juicy,,ai-draft;gnn-v3+flavordb,refrigerated sugar cookie dough|beef flank steak|sugar cookie|soy sauce|beef chuck steak|tomato|mushroom,,
butter bean,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,kidney bean|pork|green lima bean|bacon|lima bean|ketchup|mustard,,"confidence=low (taste=GNN default, needs human review)"
stock,,,,,ai-draft;gnn-v3+flavordb,sake|lotus root|burdock root|tempura crumb|soy sauce|shiitake|miso,,
lean beef,fatty,,tender,,ai-draft;gnn-v3+flavordb,tomato sauce|beef stock|sandwich sauce|tomato|tomato paste|chili powder|soft breadcrumb,,
lime wedge,fruity,sour,,,ai-draft;gnn-v3+flavordb,fish sauce|red chili long|rice noodle|cilantro|cilantro stem|long red chili pepper|white tequila,,
red cabbage,,sour|umami,,,ai-draft;gnn-v3+flavordb,caraway seed|green cabbage|apple cider vinegar|rice vinegar|red wine vinegar|sour apple|cider vinegar,,
sharp cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,bulk sausage|sausage|tomato|parmesan|chicken stock|tomato paste|shrimp,,"confidence=low (taste=GNN default, needs human review)"
unsweetened chocolate,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,peppermint flavoring|peppermint ice cream|vanilla|tabasco sauce|worcestershire sauce|whipped topping|cherry pie filling,,"confidence=low (taste=GNN default, needs human review)"
ancho chili,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,corn husk|mexico chile|guajillo chili|guajillo chilie|achiote paste|boiling water|cumin,,"confidence=low (taste=GNN default, needs human review)"
almond flour,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,coconut oil|coconut sugar|arrowroot flour|millet flour|coconut flour|tapioca flour|almond butter,,"confidence=low (taste=GNN default, needs human review)"
bread crumb,woody,,,,ai-draft;gnn-v3+flavordb,parmesan|beef mince|lump crabmeat|beef|pork mince|tartar sauce|brunoise red pepper,,
coarse black pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,morton tender quick salt|hickory smoke salt|curing salt|hearts romaine lettuce|tiny new potatoe|coarse sea salt|dry red wine,,"confidence=low (taste=GNN default, needs human review)"
sriracha sauce,,bitter|sour|umami,smooth,,ai-draft;gnn-v3+flavordb,sesame dressing|rice vinegar|hoisin|cabbage slaw|fish sauce|soy sauce|ponzu sauce,,"confidence=low (taste=GNN default, needs human review)"
cheddar cheese soup,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,chili beef soup|chili-o mix|broccoli cut|mostaccioli pasta|chili mix|ro-tel tomatoe|beef,,"confidence=low (taste=GNN default, needs human review)"
chocolate chip,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,raspberry gelatin powder|strawberry ice cream topping|chocolate wafer pie crust|boiling water|espresso powder|chocolate chip cookie|chocolate cookie pie crust,,"confidence=low (taste=GNN default, needs human review)"
gin,,sour|sweet|umami,,mild|sour|bitter|citrus|lime|orange peel|rose,ai-draft;gnn-v3+flavordb,sweet vermouth|simple syrup|lemon twist|orange bitters|orange twist|maraschino liqueur|fluid simple syrup,,"confidence=low (taste=GNN default, needs human review)"
ginger powder,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,fennel powder|powder|black salt|mango powder|cinnamon powder|nutmeg powder|gochugaru,,"confidence=low (taste=GNN default, needs human review)"
light cream cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,light whipped topping|semi-sweet chocolate mini morsel|light cherry pie filling|reduced-calorie whipped topping|tomato|light sour cream|chicken,,"confidence=low (taste=GNN default, needs human review)"
long-grain white rice,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,annatto seed|andouille sausage|boneless beef sirloin steak|pigeon pea|chicken stock|crumbled saffron thread|pimento stuffed olive,,"confidence=low (taste=GNN default, needs human review)"
low-fat plain yogurt,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,tandoori paste|ginger-garlic|red chili powder|worcestershire sauce|light whipped topping|vegetable|brown sugar,,"confidence=low (taste=GNN default, needs human review)"
apricot,,sour|sweet|umami,,hop_oil|apricot|whiskey|banana|tropica|papaya|melon,ai-draft;gnn-v3+flavordb,apricot juice|apricot brandy|prune|tomato|loin roast|soy sauce|almond,,"confidence=low (taste=GNN default, needs human review)"
chinese cabbage,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,stock powder|chicken soup stock granule|sake|oyster sauce|sesame oil|long red chili|soy sauce,,"confidence=low (taste=GNN default, needs human review)"
chocolate ice cream,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,chocolate syrup|cream liqueur|raspberry sorbet|fudge sauce|chocolate sauce|coffee ice cream|chocolate fudge topping,,"confidence=low (taste=GNN default, needs human review)"
freshly squeezed lime juice,fruity,sour,smooth,,ai-draft;gnn-v3+flavordb,gold tequila|white tequila|fish sauce|habanero chile|cinnamon syrup|italian roma tomatoe|freshly cilantro,,
peanut sauce,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,fish sauce|sesame oil|marinade|bean sprout|soy sauce|rice vinegar|rice paper,,"confidence=low (taste=GNN default, needs human review)"
pumpkin pie spice,green,,,,ai-draft;gnn-v3+flavordb,pumpkin puree|gingersnap|gingersnap crumb|baking soda|cinnamon-raisin bread|sugar pumpkin|pumpkin seed,,
scotch,fruity,,,,ai-draft;gnn-v3+flavordb,sweet vermouth|bitter|dry vermouth|lemon|thyme|allspice|ginger,,
bibb lettuce,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,raspberry vinegar|red grape tomatoe|chili paste with garlic|avocado|candied pecan|live lobster|white wine vinegar,,"confidence=low (taste=GNN default, needs human review)"
nonfat milk,fatty,,oily,,ai-draft;gnn-v3+flavordb,liquid egg|light whipped topping|egg substitute|splenda sugar substitute|splenda sugar|low-fat vanilla|liquid egg substitute,,
sweet butter,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,freshly grnd black pepper|boiling water|worcestershire sauce|chili powder|golden seedless raisin|tabasco sauce|italian sausage,,"confidence=low (taste=GNN default, needs human review)"
asian sesame oil,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,rice vinegar|asian chili-garlic|soy sauce|rice-wine vinegar|red pepper|shiitake|chinese five-spice,,"confidence=low (taste=GNN default, needs human review)"
blend cheese,,sour|sweet|umami,smooth,,ai-draft;gnn-v3+flavordb,red enchilada sauce|enchilada sauce|flour tortilla|green enchilada sauce|green chilie|barbecued pork|black bean,,"confidence=low (taste=GNN default, needs human review)"
coriander seed,fatty,sweet,crunchy,,ai-draft;gnn-v3+flavordb,black peppercorn|mustard oil|red chilie|tamarind juice|tamarind paste|tamarind pulp|white peppercorn,,
dream whip,,,,,ai-draft;gnn-v3+flavordb,cherry pie filling|blueberry pie filling|vanilla tapioca|angel food cake|apricot jello|orange jello|pineapple pie filling,,
no-salt,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,nonfat buttermilk|turkey tenderloin|bulgur|brown sugar|nonfat sour cream|freshly black pepper|long-grain rice,,"confidence=low (taste=GNN default, needs human review)"
vanilla instant pudding,woody,sweet|umami,,,ai-draft;gnn-v3+flavordb,chocolate instant pudding|yellow cake mix|oreo cookie|yellow cake|banana instant pudding|orange cake|vanilla wafer,,"confidence=low (taste=GNN default, needs human review)"
creole mustard,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,brunoise red pepper|leaf oregano|veal reduction|white cabbage|crab boil seasoning|catfish fillet|cane syrup,,"confidence=low (taste=GNN default, needs human review)"
ginger-garlic,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,red chili powder|coriander powder|turmeric|curry leaf|ghee|cumin powder|red chili paste,,"confidence=low (taste=GNN default, needs human review)"
lean turkey,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,wheat hamburger bun|cheese blend|wheat bread crumb|wheat spaghetti|brown sugar|wheat lasagna noodle|maple syrup,,"confidence=low (taste=GNN default, needs human review)"
orzo pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,kalamata olive|feta|chicken stock|oregano dressing|pine nut|chicken bouillon powder|olive,,"confidence=low (taste=GNN default, needs human review)"
potato starch,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,matzo cake meal|tapioca flour|sorghum flour|brown rice flour|sweet rice flour|white rice flour|rice flour,,"confidence=low (taste=GNN default, needs human review)"
serrano chili,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,chimichurri sauce|cilantro|lime juice|cilantro leaf|corn husk|brown sugar|lime,,"confidence=low (taste=GNN default, needs human review)"
shell pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,imitation crabmeat|baby shrimp|great northern bean|italian spice|yellow cherry tomatoe|parmesan|boiling water,,"confidence=low (taste=GNN default, needs human review)"
broth,,,,,ai-draft;gnn-v3+flavordb,canola oil spray|chicken|parmesan|beef|cornbread|olive oil spray|fryer,,
coconut flour,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,coconut oil|coconut sugar|celtic sea salt|tapioca flour|arrowroot powder|arrowroot flour|coconut butter,,"confidence=low (taste=GNN default, needs human review)"
cracked pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,apple jelly|orange roughy|chicken soup base|blue cheese crumble|green peppercorn|boiling water|condensed cream,,"confidence=low (taste=GNN default, needs human review)"
grainy mustard,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,english spinach|balsalmic vinegar|cornichon|buttered noodle|grill seasoning|brown sugar|chili powder,,"confidence=low (taste=GNN default, needs human review)"
marsala wine,fruity,umami,,,ai-draft;gnn-v3+flavordb,mushroom|veal scallopini|ladyfinger cookie|veal scallop|chicken|tomato|mascarpone cheese,,
espresso powder,,,powdery,,ai-draft;gnn-v3+flavordb,coffee liqueur|bittersweet|chocolate|bittersweet chocolate chip|chocolate cocoa|kahlua|natural cocoa,,
fruit cocktail,,,juicy,,ai-draft;gnn-v3+flavordb,mandarin orange|pineapple|chunky pineapple|lemon instant pudding|lemon pudding|peach pie filling|banana,,
rigatoni pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,italian sausage|pepperoni sausage|sweet italian turkey sausage|parmesan|sweet italian sausage|marinara sauce|pepperoni,,"confidence=low (taste=GNN default, needs human review)"
wesson oil,,,oily,,ai-draft;gnn-v3+flavordb,lemon supreme cake mix|white cake mix|apricot nectar|original hidden|lemon cake mix|prune|black walnut flavoring,,
coconut sugar,,sweet,crystalline,,ai-draft;gnn-v3+flavordb,coconut oil|coconut flour|almond flour|arrowroot starch|almond milk|vanilla almond milk|white spelt flour,,
walnut oil,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,sherry vinegar|walnut|raspberry vinegar|sherry wine vinegar|champagne vinegar|shallot|candied walnut,,"confidence=low (taste=GNN default, needs human review)"
baby carrot,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,red potatoe|beef stew seasoning|boneless beef chuck roast|chuck roast|beef gravy|beef stock|snap pea,,"confidence=low (taste=GNN default, needs human review)"
beef bouillon,fatty,,tender,,ai-draft;gnn-v3+flavordb,mushroom|chicken stock|red cooking wine|alphabet pasta|cornstarch mixed|burgundy wine|bay leaf,,
coffee liqueur,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,espresso powder|coffee ice cream|chocolate-covered coffee bean|espresso bean|irish cream|coffee bean|chocolate wafer pie crust,,"confidence=low (taste=GNN default, needs human review)"
flaxseed,,sour|sweet|umami,crunchy,,ai-draft;gnn-v3+flavordb,protein powder|wheat flour|soymilk|almond milk|vital wheat gluten|splenda brown sugar blend|soy flour,,"confidence=low (taste=GNN default, needs human review)"
lemon extract,,sour|sweet|umami,juicy,,ai-draft;gnn-v3+flavordb,coconut extract|apricot brandy|candied pineapple|almond extract|baking powder|cake flour|white raisin,,"confidence=low (taste=GNN default, needs human review)"
rice flour,,sweet,powdery,,ai-draft;gnn-v3+flavordb,potato starch|crumble topping|rice milk|tapioca flour|chinese sausage|seltzer water|vegan sugar,,
boston lettuce,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,asian fish sauce|thin rice noodle|red wine vinegar|rice vermicelli|thin red onion|raspberry vinegar|avocado,,"confidence=low (taste=GNN default, needs human review)"
champagne vinegar,,sour,,,ai-draft;gnn-v3+flavordb,shallot|walnut oil|bearnaise sauce|frisee lettuce|chicken|parmesan|chicken stock,,
cognac,fruity,,,,ai-draft;gnn-v3+flavordb,chicken liver|green peppercorn|shallot|filet of beef|orange curacao|maraschino liqueur|lobster,,
wormwood,green,bitter,dry,bitter|herbal|anise|green|woody|medicinal,curated-2026;tgsc;chem-lit,gin|fennel seed|tarragon|caraway seed|coriander seed,thujone + anise-side terpenes link it to other botanical bitters; the absinthe/vermouth backbone,"dominant=alpha-thujone & beta-thujone (CO-DOMINANT; near-identical SMILES but keep DISTINCT - do not dedup); + chamazulene; CIDs: alpha-thujone=12304612, beta-thujone=91456, chamazulene=10719"
yarrow,green,bitter,dry,herbal|green|bitter|camphor|sweet|hay,curated-2026;tgsc;chem-lit,gin|tarragon|fennel seed|bay leaf,azulene + pinene/sabinene tie it to juniper (gin) and green-bitter botanicals,"dominant=chamazulene, beta-pinene, sabinene, 1,8-cineole; CIDs: 1,8-cineole=2758, beta-pinene=14896, chamazulene=10719, sabinene=18818"
sarsaparilla,woody,sweet|bitter,,woody|root|sweet|vanilla|medicinal|earthy,curated-2026;tgsc;chem-lit,cane sugar|bourbon|allspice|vanilla ice cream,sassafras-type phenolics + saponins; bridges sweet + warm-spice + aged spirit (root-beer axis),dominant=sarsapogenin & smilagenin (EPIMERS - keep DISTINCT; SMILES-dedup would collapse them); + saponins
ambrette,floral,,,musky|floral|fruity|wine|sweet|ambrette,curated-2026;tgsc;chem-lit,brandy|cognac|apricot,macrocyclic musk fixes and rounds florals; affinity to aged spirits and stone fruit,dominant=ambrettolide (macrocyclic musk lactone); + farnesol
basil,green,spicy|sweet,,green|anise|clove|sweet|herbal|peppery,curated-2026;tgsc;chem-lit,extra-virgin olive oil|pine nut|tomato juice|marinara sauce,linalool + estragole + eugenol; shares an anise axis with tarragon and a clove axis with allspice,"dominant=linalool, estragole (methyl chavicol), eugenol; CIDs: estragole=8815, eugenol=3314, linalool=6549, methyl chavicol=8815"
oregano,woody,bitter|spicy,,herbal|woody|camphor|warm|pungent|green,curated-2026;tgsc;chem-lit,marinara sauce|tomato juice|extra-virgin olive oil|pizza sauce|italian seasoning,carvacrol/thymol phenolics bond it to thyme and marjoram (terpinene overlap),"dominant=carvacrol, thymol, p-cymene, gamma-terpinene; CIDs: carvacrol=10364, thymol=6989"
thyme,woody,spicy|bitter,,herbal|woody|thyme|warm|medicinal|green,curated-2026;tgsc;chem-lit,chicken stock|extra-virgin olive oil|bay leaf|marjoram|butternut squash,thymol phenol shared with oregano; terpinen-4-ol bridges to marjoram and rosemary,"dominant=thymol, p-cymene, linalool, carvacrol; CIDs: carvacrol=10364, linalool=6549, thymol=6989"
rosemary,woody,bitter,,pine|woody|camphor|herbal|resinous|eucalyptus,curated-2026;tgsc;chem-lit,extra-virgin olive oil|pork loin|red potatoe|chicken stock|butternut squash,cineole + camphor + pinene; the pine/resin axis links it to juniper (gin) and sage,"dominant=1,8-cineole (eucalyptol), camphor, alpha-pinene; CIDs: 1,8-cineole=2758, alpha-pinene=6654, camphor=2537, eucalyptol=2758"
sage,woody,bitter,,herbal|camphor|woody|warm|eucalyptus|pine,curated-2026;tgsc;chem-lit,butternut squash|pork loin|sweet butter|pasta sauce|chicken stock,thujone + camphor + cineole; the brown-butter and winter-squash partner,"dominant=alpha/beta-thujone, 1,8-cineole, camphor (thujone shared with wormwood); CIDs: 1,8-cineole=2758, beta-thujone=91456, camphor=2537"
dill,green,,,green|grassy|anise|fresh|caraway|herbal,curated-2026;tgsc;chem-lit,dill pickle|cider vinegar|sherry vinegar|white fish|greek yogurt,carvone + phellandrene; caraway-adjacent (shared carvone); brightens fish and cream,"dominant=carvone, alpha-phellandrene, limonene; CIDs: carvone=7439, limonene=22311"
mint,green,,,minty|cooling|green|menthol|sweet|fresh,curated-2026;tgsc;chem-lit,chocolate syrup|lime juice|greek yogurt|simple syrup|cane sugar,"menthol/carvone give a cooling counterpoint to chocolate, citrus and yogurt","dominant=menthol (peppermint) or carvone (spearmint), menthone; CIDs: carvone=7439, menthol=16666"
cilantro,green,,,green|citrus|soapy|fresh|aldehyde|herbal,curated-2026;tgsc;chem-lit,lime juice|jalapeño|serrano pepper|salsa,(E)-2-alkenal aldehydes give the green-soapy note; the canonical lime + chile partner,"dominant=(E)-2-decenal, decanal, linalool; CIDs: (e)-2-decenal=5283345, decanal=8175, linalool=6549"
lemongrass,green,,,citrus|lemon|green|grassy|fresh|ginger,curated-2026;tgsc;chem-lit,red curry|light coconut milk|unsweetened coconut milk|ginger paste,citral lemon top note; the SE-Asian curry backbone with galangal and coconut,"dominant=citral (geranial + neral), myrcene; CIDs: citral=638011"
kaffir lime leaf,green,,,citrus|lime|green|floral|fresh|peel,curated-2026;tgsc;chem-lit,red curry|unsweetened coconut milk|light coconut milk|ginger paste,citronellal gives lime-peel lift in coconut curries,"dominant=citronellal, sabinene, citronellol; CIDs: citronellal=7794, citronellol=8842, sabinene=18818"
cinnamon,woody,sweet|spicy,,sweet|woody|warm|spicy|cinnamon|balsamic,curated-2026;tgsc;chem-lit,allspice|cane sugar|pumpkin puree|raisin|golden brown sugar,cinnamaldehyde anchors a warm-sweet phenolic axis with clove (eugenol) and nutmeg,"dominant=cinnamaldehyde; + eugenol, coumarin; CIDs: cinnamaldehyde=637511, coumarin=323, eugenol=3314"
clove,woody,spicy|bitter,,clove|warm|woody|sweet|eugenol|medicinal,curated-2026;tgsc;chem-lit,allspice|cane sugar|pumpkin pie spice|golden brown sugar,eugenol - the same phenol that anchors allspice; numbing warm-spice,"dominant=eugenol (PubChem CID 3314), eugenyl acetate, beta-caryophyllene"
nutmeg,woody,spicy|bitter,,warm|woody|sweet|spicy|nutmeg|terpenic,curated-2026;tgsc;chem-lit,pumpkin pie spice|pumpkin puree|condensed milk|allspice,"sabinene + myristicin; warm spice for cream, squash and custard","dominant=sabinene, alpha-pinene, myristicin; CIDs: alpha-pinene=6654, myristicin=4276, sabinene=18818"
cardamom,woody,spicy|sweet,,green|camphor|citrus|warm|sweet|eucalyptus,curated-2026;tgsc;chem-lit,ghee|coriander powder|cumin powder|garam masala|ginger paste,terpinyl acetate + cineole; backbone of masala and Scandinavian baking,"dominant=alpha-terpinyl acetate, 1,8-cineole, linalool; CIDs: 1,8-cineole=2758, linalool=6549"
garlic,green,pungent|umami,,pungent|sulfurous|garlic|green|savory|sharp,curated-2026;tgsc;chem-lit,extra-virgin olive oil|marinara sauce|chicken stock|ginger-garlic|pasta sauce,allicin/disulfides; an umami booster and Maillard partner across the allium family,"dominant=allicin, diallyl disulfide, allyl methyl sulfide; CIDs: allicin=65036, diallyl disulfide=16590"
onion,green,pungent|sweet|umami,,pungent|sulfurous|sweet|savory|green|onion,curated-2026;tgsc;chem-lit,onion powder|onion soup|chicken stock|marinara sauce|beef stock,"sulfur volatiles raw, caramelization sweet-umami cooked; the base of countless dishes","dominant=propanethial S-oxide, dipropyl disulfide; (cooked) fructan sweetness; CIDs: propanethial s-oxide=441491"
tomato,fruity,umami|sweet|sour,,green|fruity|umami|fresh|tomato|sweet,curated-2026;tgsc;chem-lit,extra-virgin olive oil|marinara sauce|tomato juice|pizza sauce,glutamate umami + green hexenal + sugars; balances Maillard and acid (a phantom node everyone already pairs with),"dominant=glutamate (umami), (Z)-3-hexenal, beta-ionone; CIDs: (z)-3-hexenal=643941, glutamate=33032"
parmesan,fatty,umami|sour,,umami|nutty|savory|sharp|aged|butyric,curated-2026;tgsc;chem-lit,marinara sauce|pasta sauce|extra-virgin olive oil|pine nut|lasagna noodle,free glutamate + branched acids; an umami amplifier (referenced in dozens of rows but was never a node),"dominant=glutamate, butyric acid, methyl ketones, tyrosine crystals; CIDs: glutamate=33032"
mushroom,woody,umami,,earthy|umami|woody|savory|mushroom|fungal,curated-2026;tgsc;chem-lit,chicken stock|cream of mushroom soup|shiitake mushroom|porcini|marsala wine,1-octen-3-ol earthy note + glutamate/guanylate umami synergy with stock,"dominant=1-octen-3-ol, glutamate, guanylate (umami synergy); CIDs: 1-octen-3-ol=18827, glutamate=33032, guanylate=135398631"
pesto,green,spicy|umami|sour,oily,,curated-2026;tgsc;composite,pine nut|extra-virgin olive oil|penne pasta|rotini pasta|marinara sauce,basil + EVOO + parmesan + pine nut + garlic emulsion,"confidence=medium (composite); notes inherited from basil (linalool/eugenol) + parmesan (glutamate); CIDs: eugenol=3314, glutamate=33032, linalool=6549"
chimichurri,green,sour|spicy,oily,,curated-2026;tgsc;composite,flat-leaf parsley|extra-virgin olive oil|serrano chili|cider vinegar,parsley + oregano + garlic in acid and oil; herbaceous-pungent sauce for grilled meat,confidence=medium (composite)
lemon,fruity,sour,,citrus|lemon|fresh|peel|bright|floral,curated-2026;tgsc;chem-lit,lemon juice|lemon rind|extra-virgin olive oil|chicken stock,"limonene + citral; universal acid-bright lift for fish, dressings, sweets","dominant=limonene, citral, beta-pinene; CIDs: beta-pinene=14896, citral=638011, limonene=22311"
orange,fruity,sweet|sour,juicy,citrus|orange|sweet|fresh|peel|floral,curated-2026;tgsc;chem-lit,orange rind|orange marmalade|cranberry sauce|cane sugar,"limonene + aldehydes; sweet citrus bridge to cranberry, chocolate and warm spice","dominant=limonene, octanal, linalool; CIDs: limonene=22311, linalool=6549, octanal=454"
grapefruit,fruity,sour|bitter,juicy,citrus|grapefruit|bitter|fresh|tart|sulfury,curated-2026;tgsc;chem-lit,orange|lemon|gin|cane sugar,nootkatone + thiol; bitter-citrus partner for gin and other citrus,"dominant=nootkatone, limonene, 1-p-menthene-8-thiol; CIDs: limonene=22311, nootkatone=1268142"
bergamot,fruity,sour,,citrus|bergamot|floral|tea|fresh|peel,curated-2026;tgsc;chem-lit,orange|lemon|gin|cane sugar,linalyl acetate gives the Earl-Grey floral-citrus note,"dominant=linalyl acetate, limonene, linalool; CIDs: limonene=22311, linalool=6549, linalyl acetate=8294"
yuzu,fruity,sour,,citrus|yuzu|floral|fresh|peel|tart,curated-2026;tgsc;chem-lit,rice vinegar|soya sauce|lime juice|ginger paste,floral citrus that bridges Japanese soy/vinegar seasonings,"dominant=limonene, yuzunone, linalool; CIDs: limonene=22311, linalool=6549"
lime,fruity,sour,,citrus|lime|fresh|peel|tart|zesty,curated-2026;tgsc;chem-lit,lime juice|lime wedge|tequila|cilantro,limonene + citral; the cilantro/chile/tequila axis,"dominant=limonene, citral, terpinolene; CIDs: citral=638011, limonene=22311"
mandarin,fruity,sweet,juicy,citrus|mandarin|sweet|fresh|peel|candy,curated-2026;tgsc;chem-lit,orange|cane sugar|cranberry juice|simple syrup,sweet low-acid citrus; methyl anthranilate gives its candy note,"dominant=limonene, gamma-terpinene, methyl N-methylanthranilate; CIDs: limonene=22311"
apple,fruity,sweet|sour,crisp,fruity|apple|fresh|crisp|green|cider,curated-2026;tgsc;chem-lit,cinnamon|cider vinegar|apple cider vinegar|raisin,ester + hexenal; the cinnamon/cider partner,"dominant=hexyl acetate, 2-methylbutyl acetate, (E)-2-hexenal; CIDs: (e)-2-hexenal=5281168"
pear,fruity,sweet,juicy,fruity|pear|sweet|floral|fresh|honey,curated-2026;tgsc;chem-lit,cinnamon|cane sugar|brandy|walnut oil,decadienoate ester gives the pear note; affinity to nuts and aged spirits,"dominant=ethyl (E,Z)-2,4-decadienoate, hexyl acetate"
quince,fruity,sour|astringent,,fruity|quince|floral|honey|apple|rose,curated-2026;tgsc;chem-lit,cinnamon|cane sugar|apple|clove,apple-rose ester profile; cooks to a fragrant paste with warm spice,"dominant=megastigmadienones, theaspirane, ethyl esters"
strawberry,fruity,sweet|sour,juicy,fruity|strawberry|sweet|jammy|green|candy,curated-2026;tgsc;chem-lit,cane sugar|whipped cream|white balsamic vinegar|condensed milk,furaneol candy-jam note; balsamic and cream are classic foils,"dominant=furaneol, methyl anthranilate, ethyl butanoate; CIDs: furaneol=19309, methyl anthranilate=8635"
raspberry,fruity,sweet|sour,,fruity|raspberry|floral|jammy|sweet|tart,curated-2026;tgsc;chem-lit,cane sugar|white chocolate|whipped cream|chocolate syrup,raspberry ketone + ionones; floral-berry partner to chocolate,"dominant=raspberry ketone, ionones, beta-damascenone; CIDs: beta-damascenone=5366074, raspberry ketone=21648"
blackberry,fruity,sweet|sour,,fruity|blackberry|jammy|deep|floral|tart,curated-2026;tgsc;chem-lit,cane sugar|bourbon|brandy|whipped cream,deep ionone-jam profile; pairs with aged spirits,"dominant=2-heptanone, ionones, furaneol; CIDs: furaneol=19309"
