name,tier1_aroma,tier2_taste,tier3_mouthfeel,leaves,sources,key_pairings,pairing_principles,chemistry_notes
dream whip,,,,,ai-draft;gnn-v3+flavordb,cherry pie filling|blueberry pie filling|vanilla tapioca|angel food cake|apricot jello|orange jello|pineapple pie filling,,
no-salt,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,nonfat buttermilk|turkey tenderloin|bulgur|brown sugar|nonfat sour cream|freshly black pepper|long-grain rice,,
vanilla instant pudding,woody,sweet|umami,,,ai-draft;gnn-v3+flavordb,chocolate instant pudding|yellow cake mix|oreo cookie|yellow cake|banana instant pudding|orange cake|vanilla wafer,,
creole mustard,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,brunoise red pepper|leaf oregano|veal reduction|white cabbage|crab boil seasoning|catfish fillet|cane syrup,,
ginger-garlic,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,red chili powder|coriander powder|turmeric|curry leaf|ghee|cumin powder|red chili paste,,
lean turkey,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,wheat hamburger bun|cheese blend|wheat bread crumb|wheat spaghetti|brown sugar|wheat lasagna noodle|maple syrup,,
orzo pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,kalamata olive|feta|chicken stock|oregano dressing|pine nut|chicken bouillon powder|olive,,
potato starch,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,matzo cake meal|tapioca flour|sorghum flour|brown rice flour|sweet rice flour|white rice flour|rice flour,,
serrano chili,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,chimichurri sauce|cilantro|lime juice|cilantro leaf|corn husk|brown sugar|lime,,
shell pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,imitation crabmeat|baby shrimp|great northern bean|italian spice|yellow cherry tomatoe|parmesan|boiling water,,
broth,,,,,ai-draft;gnn-v3+flavordb,canola oil spray|chicken|parmesan|beef|cornbread|olive oil spray|fryer,,
coconut flour,,sour|sweet|umami,powdery,,ai-draft;gnn-v3+flavordb,coconut oil|coconut sugar|celtic sea salt|tapioca flour|arrowroot powder|arrowroot flour|coconut butter,,
cracked pepper,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,apple jelly|orange roughy|chicken soup base|blue cheese crumble|green peppercorn|boiling water|condensed cream,,
grainy mustard,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,english spinach|balsalmic vinegar|cornichon|buttered noodle|grill seasoning|brown sugar|chili powder,,
marsala wine,fruity,umami,,,ai-draft;gnn-v3+flavordb,mushroom|veal scallopini|ladyfinger cookie|veal scallop|chicken|tomato|mascarpone cheese,,
espresso powder,,,powdery,,ai-draft;gnn-v3+flavordb,coffee liqueur|bittersweet|chocolate|bittersweet chocolate chip|chocolate cocoa|kahlua|natural cocoa,,
fruit cocktail,,,juicy,,ai-draft;gnn-v3+flavordb,mandarin orange|pineapple|chunky pineapple|lemon instant pudding|lemon pudding|peach pie filling|banana,,
rigatoni pasta,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,italian sausage|pepperoni sausage|sweet italian turkey sausage|parmesan|sweet italian sausage|marinara sauce|pepperoni,,
wesson oil,,,oily,,ai-draft;gnn-v3+flavordb,lemon supreme cake mix|white cake mix|apricot nectar|original hidden|lemon cake mix|prune|black walnut flavoring,,
coconut sugar,,sour|sweet|umami,crystalline,,ai-draft;gnn-v3+flavordb,coconut oil|coconut flour|almond flour|arrowroot starch|almond milk|vanilla almond milk|white spelt flour,,
walnut oil,,sour|sweet|umami,oily,,ai-draft;gnn-v3+flavordb,sherry vinegar|walnut|raspberry vinegar|sherry wine vinegar|champagne vinegar|shallot|candied walnut,,
baby carrot,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,red potatoe|beef stew seasoning|boneless beef chuck roast|chuck roast|beef gravy|beef stock|snap pea,,
beef bouillon,fatty,,tender,,ai-draft;gnn-v3+flavordb,mushroom|chicken stock|red cooking wine|alphabet pasta|cornstarch mixed|burgundy wine|bay leaf,,
coffee liqueur,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,espresso powder|coffee ice cream|chocolate-covered coffee bean|espresso bean|irish cream|coffee bean|chocolate wafer pie crust,,
flaxseed,,sour|sweet|umami,crunchy,bland|sweet|new mown hay|green|tonka|bitter|onion,ai-draft;gnn-v3+flavordb,protein powder|wheat flour|soymilk|almond milk|vital wheat gluten|splenda brown sugar blend|soy flour,,
lemon extract,,sour|sweet|umami,juicy,,ai-draft;gnn-v3+flavordb,coconut extract|apricot brandy|candied pineapple|almond extract|baking powder|cake flour|white raisin,,
rice flour,,sweet,powdery,,ai-draft;gnn-v3+flavordb,potato starch|crumble topping|rice milk|tapioca flour|chinese sausage|seltzer water|vegan sugar,,
boston lettuce,,sour|sweet|umami,,,ai-draft;gnn-v3+flavordb,asian fish sauce|thin rice noodle|red wine vinegar|rice vermicelli|thin red onion|raspberry vinegar|avocado,,
champagne vinegar,,bitter|sour|umami,,,ai-draft;gnn-v3+flavordb,shallot|walnut oil|bearnaise sauce|frisee lettuce|chicken|parmesan|chicken stock,,
cognac,fruity,,,,ai-draft;gnn-v3+flavordb,chicken liver|green peppercorn|shallot|filet of beef|orange curacao|maraschino liqueur|lobster,,
